idx,Agro-forestry areas,Broad-leaved forest,Complex cultivation patterns,Coniferous forest,Discontinuous urban fabric,Land principally occupied by agriculture with significant areas of natural vegetation,Mixed forest,Non-irrigated arable land,Pastures,Peatbogs,Sea and ocean,Transitional woodland/shrub,Water bodies
159907,0,0,0,1,0,0,0,0,0,1,0,0,0
483900,0,0,0,1,0,0,0,0,0,0,0,1,1
266761,0,1,1,1,0,1,1,0,0,1,0,0,0
611789,0,0,0,1,0,0,0,0,1,1,0,1,0
405075,0,0,0,0,0,0,0,1,0,0,0,0,0
480741,0,0,0,1,0,0,0,0,0,1,0,1,0
438027,0,0,0,1,0,0,1,0,0,0,0,0,1
486743,0,0,1,0,0,0,1,0,1,0,0,0,0
337640,0,1,0,0,0,0,0,0,0,0,0,1,0
268047,0,0,1,1,0,0,1,0,0,0,0,1,0
32190,0,0,0,0,0,1,0,0,0,0,0,1,0
473791,0,0,0,0,0,0,0,0,0,0,1,0,0
210361,0,1,1,0,0,0,0,1,0,0,0,0,0
230861,0,0,0,1,0,0,0,0,0,0,0,1,1
435407,0,0,0,1,0,0,1,0,0,0,0,0,0
216063,0,1,1,0,1,0,1,1,0,0,0,0,0
657747,0,0,0,1,0,0,1,0,0,1,0,1,0
386616,0,0,0,0,0,0,0,0,0,0,1,0,0
654365,0,0,0,1,0,0,1,0,0,1,0,1,1
412833,0,1,0,1,0,0,1,0,0,0,0,0,0
494607,0,0,0,1,0,0,0,0,0,0,0,0,0
108087,0,0,0,1,1,0,1,0,0,0,0,0,0
671105,1,0,0,0,0,0,0,0,0,0,0,1,0
151014,0,0,0,0,0,0,0,0,0,0,0,1,0
405618,0,0,0,0,0,0,0,1,0,0,0,0,0
405246,0,0,0,0,0,0,0,1,0,0,0,0,0
564538,0,0,0,1,0,0,1,0,0,0,0,1,0
373640,0,0,1,1,1,1,0,1,1,0,0,0,0
459717,0,1,0,0,0,0,0,0,0,0,0,1,0
314882,0,0,0,0,0,0,0,0,0,0,1,0,0
499011,0,0,0,0,0,0,0,1,1,0,0,0,0
36689,0,0,0,0,0,1,0,0,1,0,0,0,0
354697,0,0,0,1,0,0,1,0,0,0,0,1,0
591467,0,0,0,0,0,0,0,0,0,1,0,0,1
523920,0,1,0,0,0,0,0,0,0,0,0,0,0
149665,0,1,0,0,0,1,0,0,0,0,0,1,0
656417,0,0,0,0,0,1,1,0,0,1,0,1,0
119630,0,0,0,1,0,0,0,0,0,0,0,1,0
151114,0,1,0,0,0,0,1,0,0,0,0,1,0
413496,0,0,0,0,0,0,1,1,0,0,0,0,0
129664,0,0,0,0,0,1,1,0,0,0,0,1,0
644755,1,1,0,0,0,0,1,1,0,0,0,0,0
415900,0,1,0,0,1,1,0,1,0,0,0,0,0
396353,0,0,0,0,0,1,1,0,0,1,0,1,0
270947,0,1,1,1,0,0,0,1,0,0,0,1,0
423961,0,0,0,1,0,0,0,0,0,0,0,0,1
546182,0,0,0,0,0,0,0,0,0,0,0,0,0
293964,0,0,0,0,0,0,0,0,0,0,0,1,0
543051,0,0,0,0,0,0,0,0,0,0,0,0,0
133862,0,1,0,0,0,0,0,0,0,0,0,1,0
142156,0,1,0,1,1,1,0,0,0,0,0,0,0
484209,0,0,1,0,0,1,1,0,1,0,0,0,0
623213,0,0,0,1,0,0,1,0,0,1,0,1,0
121190,0,0,0,1,0,0,1,1,0,0,0,1,0
66473,0,0,0,1,1,0,0,1,0,0,0,0,0
71878,0,0,0,0,0,1,1,0,0,0,0,1,0
638105,0,0,0,0,0,0,1,1,0,1,0,1,0
65628,0,0,1,0,1,0,1,1,0,0,0,1,0
341975,0,0,0,1,0,0,1,1,0,0,0,1,0
558150,0,0,0,1,0,0,0,0,0,0,0,1,0
159196,0,0,0,1,0,0,1,1,0,0,0,0,0
616877,0,0,0,1,0,0,1,0,0,1,0,1,0
1496,0,1,0,0,0,0,1,1,1,0,0,0,0
366264,0,0,0,0,0,0,1,1,1,0,0,0,0
276158,0,0,0,0,0,0,0,0,0,0,1,0,0
35062,0,0,0,0,0,0,0,0,1,0,0,0,0
612567,1,0,0,0,0,0,0,1,1,0,0,0,0
548179,0,0,0,0,0,0,0,0,0,0,0,0,0
328154,0,1,1,0,0,1,0,0,0,0,0,0,0
629853,1,1,0,0,0,0,0,0,1,0,0,0,0
369317,0,1,0,0,0,0,0,1,0,0,0,0,0
179134,0,0,0,1,0,1,0,1,0,0,0,1,0
311614,0,0,0,0,0,0,0,0,0,0,1,0,0
422442,0,1,0,0,0,1,0,0,1,0,0,0,0
73232,0,0,0,1,0,0,1,0,0,0,0,0,1
588892,0,0,0,1,0,0,1,0,0,0,0,0,0
651125,1,0,0,0,0,0,0,1,1,0,0,0,1
654661,0,0,0,1,0,0,0,0,0,1,0,0,0
464780,0,0,0,0,0,0,0,1,0,0,0,1,0
507707,0,1,0,0,0,0,0,0,0,0,0,1,0
241231,0,0,0,1,0,0,0,0,0,0,0,0,0
72474,0,0,0,1,0,0,0,0,0,0,0,1,0
191822,0,0,1,1,0,0,1,0,1,0,0,1,0
568895,0,0,0,0,0,1,1,1,0,0,0,0,0
347925,0,0,0,1,0,0,0,0,0,0,0,0,1
93995,0,1,1,0,1,0,0,1,0,0,0,1,0
539338,0,0,0,1,0,0,0,0,0,0,0,0,1
350397,0,0,1,1,0,0,1,0,0,0,0,1,1
211345,0,1,1,0,0,0,0,1,0,0,0,0,0
303924,0,1,1,0,1,1,0,0,0,0,0,0,0
173304,0,0,0,0,0,0,0,0,0,0,1,0,0
532257,0,0,0,1,0,0,1,0,0,0,0,0,1
641495,1,1,0,0,0,0,0,1,0,0,0,1,0
504442,0,0,0,0,0,1,0,1,0,0,0,0,0
344328,0,0,1,0,0,0,0,1,0,0,0,1,0
534458,0,0,0,1,0,0,0,0,0,0,0,0,0
160262,0,0,0,1,0,1,1,0,0,0,0,0,0
138210,0,0,1,0,1,0,1,0,0,0,0,1,0
131586,0,0,0,0,0,0,0,0,0,0,1,0,0
259362,0,0,1,0,0,0,0,1,0,0,0,0,0
182320,0,0,0,1,0,1,1,0,0,0,0,0,0
84526,0,0,0,0,0,0,0,0,0,0,1,0,0
351602,0,1,1,1,0,1,1,1,1,0,0,0,0
487814,0,0,1,1,0,0,0,0,0,0,0,0,0
256050,0,0,0,1,0,0,0,0,0,0,0,1,0
224325,0,0,0,1,0,0,1,0,0,0,0,1,0
354278,0,0,0,1,0,0,0,0,0,0,0,1,0
382184,0,1,1,0,1,0,0,0,1,0,0,0,1
465055,1,0,0,0,0,0,0,1,0,0,0,0,0
255846,0,0,0,1,0,0,1,0,0,0,0,0,0
129245,1,1,0,0,0,0,0,0,0,0,0,0,0
445772,0,0,0,0,0,1,1,0,1,0,0,0,0
294935,0,0,0,0,0,0,0,0,0,0,1,0,0
167449,0,0,0,1,0,0,0,0,1,1,0,0,0
585306,0,0,0,0,0,0,1,0,0,0,0,1,0
389524,0,0,0,0,0,0,0,0,0,0,1,0,0
358778,0,0,0,0,0,0,1,1,0,0,0,1,0
663755,0,0,0,1,0,0,0,0,0,1,0,1,0
424358,0,0,0,1,0,0,1,0,0,0,0,1,1
9595,0,0,0,1,0,1,0,1,0,0,0,1,0
635979,0,0,0,1,0,0,1,0,0,1,0,1,0
222966,0,0,0,0,0,0,0,0,0,0,1,1,0
587154,0,0,0,1,0,0,1,0,0,0,0,0,1
616423,1,0,0,0,0,0,0,1,0,0,0,0,0
355144,0,0,0,1,0,0,1,1,0,0,0,1,0
357248,0,0,0,0,0,0,1,0,0,0,0,0,1
290888,0,0,0,0,0,0,0,0,0,0,1,0,0
331702,0,1,1,0,0,1,0,0,1,0,0,1,0
552106,1,1,0,1,0,1,1,0,0,0,0,0,0
52571,0,0,0,0,0,0,0,0,0,0,1,0,0
234323,0,0,0,0,0,0,1,0,0,1,0,1,0
458842,0,0,0,0,0,0,0,0,0,0,1,0,0
444230,0,0,0,1,0,0,0,0,0,0,0,1,0
453968,0,0,0,0,0,0,0,0,0,0,1,0,0
54648,0,0,0,0,0,0,0,1,0,0,0,0,0
578552,0,0,0,0,0,0,1,0,0,0,1,1,0
624923,1,0,0,1,0,0,0,1,0,0,0,1,0
654025,1,1,0,0,0,0,0,0,0,0,0,1,0
663595,1,0,0,0,0,0,0,1,0,0,0,1,0
307564,0,0,1,0,0,0,0,1,0,0,0,0,0
635945,0,0,0,0,0,0,0,0,0,1,0,1,0
658251,1,1,0,0,0,0,0,1,0,0,0,0,0
415943,0,1,1,0,0,0,0,1,0,0,0,1,0
604039,0,1,0,1,0,0,1,0,0,1,0,1,0
376305,0,0,0,1,0,0,1,1,0,0,0,0,0
286273,0,0,0,1,0,1,1,0,0,0,0,0,0
18602,0,1,0,0,0,1,1,0,0,0,0,0,1
365881,0,1,1,0,0,0,0,1,1,0,0,0,0
191535,0,1,0,1,0,1,0,0,0,0,0,1,1
551773,0,0,0,0,1,1,0,0,0,0,0,1,0
570906,0,0,0,1,0,1,1,0,0,0,0,0,1
407986,0,0,1,0,0,0,1,0,1,0,0,0,0
474707,0,0,1,0,0,0,0,0,0,0,0,0,0
316642,0,0,0,0,0,0,0,0,0,0,1,0,0
573852,0,0,0,1,0,0,1,0,0,0,0,0,0
128457,0,0,0,0,0,0,0,0,0,0,0,1,0
531831,0,0,0,1,0,0,0,0,0,0,0,0,1
494802,0,0,0,0,1,0,0,1,0,0,0,0,0
104611,0,0,0,0,1,1,0,1,0,0,0,0,0
216041,0,1,0,0,1,0,0,1,0,0,0,0,0
113249,0,0,0,1,0,0,1,0,0,0,0,0,1
610137,1,1,0,0,0,0,0,1,0,0,0,1,0
462913,1,0,0,0,0,0,0,1,0,0,0,0,0
43745,0,0,1,0,1,0,0,1,0,0,0,0,0
539773,0,0,0,1,0,1,1,0,0,0,0,0,0
412877,0,0,0,0,0,0,1,1,0,0,0,0,0
628257,0,0,0,1,0,0,1,0,0,1,0,0,0
232629,0,0,0,1,0,0,1,1,0,0,0,1,0
48101,0,0,1,0,0,0,0,1,1,0,0,1,0
418177,0,1,0,0,0,1,0,1,0,0,0,0,0
622643,0,0,0,1,0,0,0,0,0,1,0,0,0
334011,0,1,1,0,0,1,0,0,0,0,0,0,0
185886,0,1,1,0,0,1,0,1,1,0,0,0,0
646649,1,1,1,0,0,1,0,1,1,0,0,1,0
64816,0,0,0,0,1,0,1,1,0,0,0,0,0
105840,0,0,0,1,0,0,0,0,0,0,0,0,1
262664,0,0,1,0,0,0,0,1,0,0,0,1,0
478095,0,0,0,0,0,0,1,0,0,0,0,1,1
563609,0,0,0,1,0,0,1,0,0,0,0,1,0
302684,0,0,0,0,1,1,0,1,1,0,0,0,0
351891,0,0,0,1,0,1,1,1,1,0,0,0,0
330651,0,1,0,0,0,0,0,0,0,0,0,0,0
379040,0,1,0,1,0,0,1,0,0,0,0,0,0
42443,0,0,0,1,1,0,0,0,0,0,1,0,0
488691,0,0,0,1,0,0,1,0,0,0,0,0,0
531810,0,0,0,1,0,1,1,1,0,0,0,0,0
427970,0,0,0,1,0,1,1,0,0,0,0,1,0
494286,0,0,0,1,0,0,1,1,0,0,0,0,0
132516,0,1,0,0,0,1,0,0,0,0,0,1,0
273253,0,0,0,0,0,0,0,0,0,0,1,0,0
227885,0,0,0,0,0,1,1,1,0,0,0,1,0
564985,0,1,0,1,0,0,1,0,0,0,0,1,1
289753,0,0,0,0,0,0,0,0,0,0,1,0,0
443068,0,1,0,0,0,1,1,1,0,0,0,0,0
594779,0,0,0,1,0,0,1,0,0,1,0,0,0
30612,1,1,0,0,0,0,0,0,0,0,0,1,0
561650,0,0,0,1,0,0,1,0,0,1,0,1,0
654561,1,0,0,0,0,0,0,1,0,0,0,1,0
480471,0,0,0,1,0,0,0,0,0,0,0,1,0
367741,0,1,1,0,0,1,1,1,0,0,0,0,0
383042,0,0,0,1,1,0,1,1,1,0,0,0,0
544819,0,0,0,0,0,0,0,0,0,0,0,0,0
414871,0,0,0,0,0,0,0,0,0,0,1,0,0
155888,0,0,0,1,0,0,1,0,0,0,0,0,0
523752,0,1,0,0,0,1,0,0,1,0,0,0,0
7067,0,0,0,0,0,0,0,0,0,0,1,0,0
573762,0,0,0,1,0,0,1,0,0,0,0,1,0
123772,0,1,1,0,1,1,1,0,0,0,0,0,0
644525,1,1,0,0,0,0,0,1,1,0,0,1,0
636075,1,0,0,0,0,1,0,0,0,0,0,1,0
351546,0,0,0,1,0,1,1,0,0,0,0,1,1
457465,0,0,0,0,0,0,0,0,0,0,1,0,0
423872,0,0,0,1,0,0,0,0,0,0,0,0,1
452989,0,0,0,0,0,0,0,0,0,0,1,0,0
661737,0,0,0,1,0,0,0,0,0,1,0,1,0
248338,0,0,0,0,0,0,0,0,0,0,1,0,0
44028,0,0,0,0,0,0,0,1,0,0,0,0,0
519576,0,1,1,0,1,0,0,1,1,0,0,0,0
648043,0,1,1,1,0,0,1,0,0,1,0,1,0
520487,0,1,1,0,1,1,0,1,1,0,0,0,0
415326,0,0,0,0,0,0,0,0,0,0,1,0,0
92266,1,0,0,0,0,0,0,0,0,0,0,0,0
499330,0,0,0,0,1,0,0,1,1,0,0,0,0
192641,0,0,0,0,0,0,0,1,1,0,0,0,0
355683,0,1,0,0,0,0,0,0,0,0,0,1,1
15228,0,0,0,0,0,0,0,1,1,0,0,0,0
146973,0,1,0,0,0,0,0,0,0,0,0,1,0
65979,0,0,1,1,0,0,1,1,0,0,0,0,0
411441,0,0,0,1,0,1,0,1,0,0,0,0,0
303536,0,1,1,0,1,0,1,0,0,0,0,0,0
584061,0,0,0,1,0,0,1,0,0,0,0,1,0
176589,0,0,0,0,0,0,0,0,0,0,1,0,0
620381,0,1,0,1,0,0,0,1,0,1,0,1,0
138068,0,0,0,0,0,0,0,0,0,0,1,0,0
561784,0,0,0,1,0,0,1,1,0,0,0,1,0
217415,0,0,0,0,0,0,1,1,0,0,0,0,0
221528,0,1,0,0,0,1,0,1,1,0,0,0,0
603971,1,0,0,0,0,0,0,1,0,0,0,0,0
162226,0,0,0,1,0,0,0,0,0,0,0,1,0
638173,1,0,0,1,0,0,1,0,0,0,0,1,0
333218,0,1,0,0,0,0,0,0,0,0,0,1,0
134112,0,0,0,0,0,0,0,0,0,0,1,0,0
289826,0,1,0,0,0,1,0,0,0,0,0,0,0
251985,0,0,0,1,0,0,1,0,0,0,0,0,1
513590,0,1,0,0,0,1,0,0,0,0,0,1,0
144154,0,1,0,0,0,0,0,0,0,0,0,1,0
655751,0,0,0,1,0,0,1,0,0,1,0,0,0
213063,0,0,0,0,1,0,0,1,0,0,0,0,0
218400,0,0,1,1,0,0,1,0,1,0,0,0,0
579184,0,0,0,0,0,0,1,1,0,0,0,0,1
668137,0,0,0,0,0,0,0,0,1,1,0,0,0
371689,0,1,1,0,0,1,1,1,0,0,0,1,0
242579,0,0,0,1,0,0,1,0,0,0,0,0,0
480867,0,0,0,1,0,0,1,0,0,1,0,1,0
553997,0,1,0,0,0,0,1,0,0,0,0,0,0
318204,0,0,0,1,0,0,1,1,0,0,0,0,0
515840,0,1,0,0,0,0,0,0,0,0,0,1,0
486434,0,0,0,1,1,0,0,0,1,0,0,0,0
342158,0,0,0,1,0,1,1,1,0,0,0,1,0
71868,0,1,0,1,0,0,1,0,0,0,0,0,0
189600,0,1,1,1,0,0,1,0,0,0,0,1,0
92706,0,0,0,0,0,0,0,0,0,0,1,0,0
111755,0,0,0,1,0,0,0,0,0,0,0,1,1
644639,1,0,0,0,1,0,0,1,0,0,0,0,0
654579,1,0,0,0,0,0,0,1,0,0,0,0,0
88130,1,1,0,1,0,0,1,0,0,0,0,0,0
475662,0,0,0,0,0,1,0,1,0,0,0,0,0
358543,0,0,0,1,0,1,1,0,0,0,0,0,1
571807,0,0,0,1,0,0,1,0,0,0,0,1,1
154145,0,1,0,0,0,0,0,0,0,0,0,1,1
73958,0,0,0,1,0,0,1,0,0,0,0,1,0
32903,1,1,0,0,0,0,0,1,1,0,0,0,0
450475,0,0,0,0,0,0,0,0,1,1,0,0,0
150027,0,1,1,1,0,1,0,0,0,0,0,1,0
598939,1,1,0,0,0,0,0,1,1,0,0,1,0
526344,0,0,0,0,0,0,0,0,0,0,1,0,0
581865,0,0,0,0,0,0,0,0,0,0,0,0,1
494453,0,0,0,0,0,1,0,1,0,0,0,0,0
382271,0,0,1,1,0,0,0,0,0,0,0,0,0
584533,0,0,0,1,0,1,0,1,0,0,0,1,0
21772,0,1,0,1,0,0,1,0,0,0,0,0,0
167102,0,0,0,1,0,0,0,0,1,0,0,0,0
365415,0,1,1,0,0,0,0,1,1,0,0,0,0
619377,1,1,0,0,0,0,0,1,0,0,0,1,0
376535,0,0,0,0,1,0,0,1,1,0,0,0,0
77699,0,0,0,1,0,0,1,0,0,0,0,1,1
210389,0,0,0,1,0,0,1,0,0,0,0,0,0
331502,0,0,0,0,0,0,0,1,0,0,0,0,0
332169,0,1,1,0,0,1,0,0,0,0,0,0,0
556110,1,1,0,0,0,0,0,0,1,0,0,1,0
78266,0,0,0,1,0,0,0,0,0,0,0,1,0
317097,0,0,0,0,0,0,0,0,0,0,1,0,0
273818,0,0,0,0,0,0,0,0,0,0,1,0,0
603869,0,0,0,1,0,0,1,0,0,1,0,0,0
143739,0,1,1,0,1,1,0,0,0,0,0,1,0
175593,0,0,0,0,0,0,0,0,0,0,1,0,0
508699,0,1,1,0,0,1,0,0,0,0,0,0,0
452959,0,0,0,0,0,0,0,0,0,0,1,0,0
551333,0,1,0,0,0,1,0,0,0,0,0,1,0
6401,0,0,0,0,1,1,0,1,0,0,0,0,0
619679,1,1,0,0,0,0,0,1,1,0,0,1,0
358939,0,0,0,1,0,0,0,0,0,0,0,1,0
295484,0,1,1,0,1,0,1,1,0,0,0,0,0
606603,0,0,0,0,0,0,0,0,0,1,0,0,0
538421,0,0,0,1,0,0,1,0,0,0,0,0,1
86137,0,1,0,0,0,0,0,0,0,0,0,1,0
11151,0,0,0,0,0,0,0,0,1,0,0,0,0
78039,0,0,0,1,0,0,0,0,0,0,0,1,0
105490,0,0,0,1,0,0,0,0,0,0,0,1,1
652039,1,1,0,0,0,0,0,1,0,0,0,1,0
180905,0,0,0,1,0,0,1,1,0,0,0,1,0
303193,0,1,1,0,0,0,0,1,0,0,0,0,0
305103,0,0,0,0,0,0,0,0,0,0,1,0,0
386534,0,0,0,0,0,0,0,0,0,0,1,0,0
226054,0,0,0,1,0,0,0,0,0,1,0,1,0
656247,0,0,0,1,0,0,0,0,0,1,0,0,0
402163,0,0,0,0,0,0,0,0,1,0,0,1,0
528486,0,0,0,0,0,0,0,0,0,0,1,0,0
372937,0,0,1,0,0,1,0,1,1,0,0,1,1
663343,1,0,0,0,0,0,0,0,0,0,0,0,1
676577,0,0,0,0,0,0,0,0,1,1,0,0,0
360778,0,0,0,1,0,0,1,1,0,0,0,0,0
609571,1,1,0,0,0,0,0,0,0,0,0,0,0
352967,0,0,0,1,0,0,1,0,0,0,0,1,0
50620,1,0,0,0,0,0,1,1,1,0,0,0,0
387857,0,0,0,0,0,0,0,0,0,0,1,0,0
448871,0,0,0,0,0,0,0,1,1,0,0,0,0
609965,0,1,0,0,0,0,1,1,0,1,0,1,0
115363,0,0,0,1,0,0,1,0,0,0,0,1,0
557921,0,0,0,0,0,0,0,0,0,0,1,0,0
106316,0,0,0,1,0,0,1,0,0,0,0,1,0
143383,0,1,1,0,0,1,0,0,0,0,0,0,0
603595,1,0,1,0,0,0,0,1,0,0,0,0,0
597361,1,1,0,0,0,0,0,0,1,0,0,1,0
557948,0,0,0,1,1,0,1,1,0,0,0,1,0
67164,0,0,1,0,1,0,1,0,1,0,0,0,0
70252,0,0,0,0,0,1,1,1,0,0,0,1,1
548865,0,0,1,0,0,0,0,0,1,0,0,0,0
498434,0,1,0,0,1,1,0,0,1,0,0,0,0
359025,0,0,0,1,0,0,1,0,0,0,0,0,0
671895,1,1,0,0,0,0,0,0,1,0,0,1,1
413009,0,0,1,1,0,0,1,0,0,0,0,0,0
314682,0,0,0,1,0,1,1,1,0,0,0,0,0
507314,0,1,0,0,1,1,0,0,0,0,0,0,0
112776,0,0,0,1,0,0,1,0,0,0,0,1,0
145418,0,1,1,0,0,0,0,0,0,0,0,1,0
647463,0,0,0,1,0,0,0,0,0,1,0,1,0
518163,0,1,1,0,0,1,0,0,0,0,0,0,0
422926,0,1,1,0,1,1,0,0,0,0,0,0,0
605485,0,0,0,1,0,0,0,0,0,1,0,1,0
582635,0,0,0,1,0,1,0,0,0,0,0,0,1
530558,0,0,0,0,0,0,0,0,0,0,1,0,0
648121,1,1,0,0,0,0,0,1,1,0,0,1,0
465309,0,0,0,0,0,0,0,0,1,0,0,0,0
489747,0,0,0,1,1,0,1,1,0,0,0,0,0
357616,0,1,0,1,0,1,1,0,0,0,0,0,0
413619,0,1,0,0,0,0,1,1,0,0,0,0,0
137295,1,1,0,0,0,0,0,0,0,0,0,0,0
464299,1,1,0,0,0,0,0,0,0,0,0,0,0
151353,0,1,1,0,0,0,1,0,0,0,0,0,0
593413,0,0,0,1,0,0,0,0,0,1,0,1,0
650177,0,0,0,0,0,0,1,1,0,1,0,1,0
201013,0,0,0,0,0,0,0,0,0,0,1,0,0
635533,1,0,1,0,0,0,0,1,0,0,0,0,0
475487,0,0,0,0,0,0,0,1,1,0,0,1,0
522188,0,1,0,0,0,0,0,0,0,0,0,1,0
73831,0,0,0,1,0,0,0,0,0,0,0,0,0
579827,0,0,0,1,0,0,1,0,0,0,0,1,0
582171,0,0,0,0,0,0,1,0,0,0,0,0,1
330201,0,1,0,0,0,0,0,0,0,0,0,0,0
266565,0,0,1,0,0,0,0,0,1,0,0,0,1
155528,1,0,0,0,0,0,0,0,1,0,0,0,0
477005,0,0,0,1,0,0,0,0,0,1,0,1,0
170868,0,0,0,0,0,0,1,1,1,0,0,0,0
120863,0,0,0,1,0,0,1,0,0,0,0,0,1
11053,0,0,0,1,0,0,0,1,1,0,0,0,0
397890,0,0,0,0,0,0,0,1,1,0,0,0,0
483281,0,0,0,1,0,0,0,0,0,1,0,1,0
653777,1,0,0,0,0,0,0,1,0,0,0,0,0
491822,0,1,0,0,0,0,1,1,0,0,0,0,0
312988,0,0,0,0,0,0,0,0,0,0,1,0,0
275079,0,0,0,0,0,0,0,0,0,0,1,0,0
645297,0,0,0,0,0,0,1,0,0,1,0,1,0
370705,0,0,0,1,0,1,1,1,0,0,0,0,0
591285,0,0,0,1,0,0,0,0,0,1,0,0,0
484385,0,0,0,0,0,0,1,0,1,0,0,0,0
418749,0,1,0,0,0,0,1,0,0,0,0,1,0
73228,0,0,0,1,0,0,1,1,0,0,0,0,0
30598,0,1,0,0,0,0,0,0,0,0,0,1,0
591881,1,0,0,0,0,0,0,0,0,0,0,1,0
383565,0,1,0,1,0,0,1,1,1,0,0,0,0
360142,0,0,0,1,0,0,1,0,0,0,0,1,1
14325,0,0,0,0,0,0,0,1,1,0,0,1,0
185350,0,0,1,0,0,1,0,1,1,0,0,1,0
249475,0,0,0,1,0,0,1,0,0,0,0,0,0
235425,0,0,0,1,0,0,0,0,0,0,0,1,0
648431,1,0,0,0,0,0,0,1,0,0,0,0,0
443235,0,0,0,0,0,0,0,0,0,0,0,0,1
605251,1,1,0,0,0,1,0,1,0,0,0,1,0
170603,0,0,0,1,0,0,0,0,1,0,0,0,0
471969,0,1,0,0,0,0,0,0,0,0,0,1,1
327434,0,0,0,0,0,0,0,1,0,0,0,0,0
107967,0,0,0,1,0,0,1,0,0,0,0,1,0
285694,0,1,0,1,0,0,1,0,0,0,0,1,0
360344,0,0,0,1,0,0,0,0,0,0,0,0,0
405496,0,0,1,0,0,0,0,1,0,0,0,0,0
327174,0,1,1,0,0,1,0,1,0,0,0,1,0
207292,0,1,1,0,0,1,0,0,1,0,0,0,0
546378,0,0,0,0,0,0,0,0,0,0,0,0,0
512978,0,1,0,0,0,0,1,0,0,0,0,0,0
585761,0,0,0,0,0,0,1,1,0,0,0,0,1
84340,0,0,0,0,1,1,0,1,0,0,1,0,0
367490,0,0,1,0,0,0,0,1,0,0,0,0,0
188471,0,1,0,1,0,1,1,1,1,0,0,1,0
485048,0,0,0,1,0,0,0,0,1,0,0,0,0
370514,0,0,1,0,1,0,0,1,1,0,0,0,0
469421,0,1,0,0,0,0,0,0,0,0,0,1,0
569833,0,0,0,1,0,0,1,0,0,0,0,1,1
25306,0,0,0,1,0,0,0,0,0,0,0,1,0
675421,1,0,0,0,0,0,0,1,0,0,0,1,0
223811,0,0,1,0,0,0,0,1,0,0,0,0,0
459187,0,0,1,1,1,0,0,0,0,0,0,0,0
515696,0,1,0,0,0,1,0,0,0,0,0,0,0
259522,0,1,0,1,1,0,0,1,0,0,0,1,0
464726,1,0,0,0,0,0,0,1,0,0,0,1,0
566434,0,0,0,1,0,0,0,0,0,0,0,0,0
344466,0,0,0,1,1,1,1,0,0,0,0,0,0
539299,0,0,0,1,1,0,1,0,0,0,0,0,0
507866,0,1,0,0,0,1,0,0,0,0,0,1,0
458677,0,1,0,0,0,0,0,0,1,0,0,0,0
300916,0,1,0,0,0,1,0,0,0,0,0,1,0
278270,0,1,0,0,0,1,0,0,0,0,1,0,0
669359,1,0,0,0,0,0,0,1,0,0,0,0,0
162016,0,0,0,1,0,0,1,0,0,0,0,1,0
272711,0,0,0,0,0,0,0,0,0,0,1,0,0
433542,0,0,0,1,0,0,1,0,0,0,0,1,0
68960,0,0,0,0,0,0,1,1,0,0,0,0,1
280512,0,0,0,1,0,0,1,0,0,0,0,1,0
32646,1,0,0,0,0,0,0,0,0,0,0,0,0
641659,0,0,0,1,0,0,1,0,0,1,0,0,0
302819,0,0,1,0,1,0,0,1,0,0,0,0,0
465751,1,0,0,0,0,0,0,1,0,0,0,0,0
193873,0,0,0,1,0,0,0,0,0,0,1,0,0
338041,0,1,1,0,0,1,0,0,0,0,0,1,0
299809,0,1,1,0,0,1,0,0,1,0,0,1,0
104037,0,0,0,0,1,0,0,1,0,0,0,0,0
344007,0,0,0,1,0,0,1,0,0,0,0,1,1
313688,0,0,0,1,0,0,0,0,0,1,0,1,0
405956,0,0,0,0,0,0,0,1,0,0,0,0,0
671539,1,1,0,0,0,0,0,0,0,0,0,0,0
616267,1,0,1,0,0,0,1,0,0,0,0,1,0
555559,1,0,0,0,0,0,0,1,0,0,0,0,0
612537,0,0,0,1,0,0,0,0,0,1,0,0,0
391555,0,0,0,0,0,0,0,0,0,0,1,0,0
123285,0,0,1,0,0,0,0,0,0,0,0,0,0
16341,0,0,0,1,0,1,0,0,0,0,0,1,0
4033,0,0,0,1,0,0,0,0,1,0,0,0,0
592187,1,1,0,0,0,1,0,1,0,0,0,0,0
607537,0,0,0,1,0,0,0,0,0,1,0,0,0
550065,0,0,1,0,0,0,0,0,0,0,0,0,0
615983,1,1,0,0,0,0,0,1,0,0,0,0,0
632745,1,0,0,0,0,0,0,0,1,0,0,0,0
133532,0,0,0,0,0,0,0,0,0,0,1,0,0
595367,0,0,0,0,0,0,0,0,1,1,0,0,1
444555,0,1,0,1,0,0,1,0,0,0,0,1,1
593215,1,1,0,0,0,1,0,0,0,0,0,1,0
589422,0,0,0,1,0,0,1,0,0,0,0,1,1
459548,0,0,0,0,0,0,0,0,0,0,1,0,0
177348,0,0,0,0,0,0,0,0,0,0,1,0,0
61779,0,0,1,0,0,0,1,1,1,0,0,0,0
251259,0,0,0,1,0,0,0,0,0,0,0,0,1
429924,0,0,0,0,0,0,1,0,0,0,0,0,1
207274,0,0,0,0,0,0,0,1,0,0,0,0,0
85260,0,1,0,0,0,0,0,0,0,0,0,0,0
674747,1,1,0,0,0,1,0,1,0,0,0,1,0
122320,0,0,0,0,0,0,0,1,0,0,0,0,0
195059,0,0,0,0,0,0,0,0,0,0,1,0,0
523907,0,1,0,0,0,1,1,0,0,0,0,1,0
